,district,rooms,size,level,max_levels,price
4517,Yunusobod,2,50.0,4,4,33000
4518,Yunusobod,2,58.0,2,5,35000
4519,Chilonzor,2,48.0,3,4,42000
4520,Chilonzor,4,72.0,2,4,67000
4521,Yunusobod,2,83.0,1,9,63000
4522,Mirzo Ulugbek,4,141.0,3,9,93000
4523,Uchtepa,4,80.0,5,5,57000
4524,Mirobod,3,160.0,4,9,198000
4525,Yakkasaroy,3,92.0,12,16,50000
4526,Sergeli,3,57.0,5,7,45500
4527,Sergeli,4,140.0,5,5,45000
4528,Yunusobod,3,86.0,4,4,48000
4529,Yakkasaroy,2,60.0,3,4,55000
4530,Yakkasaroy,3,84.0,4,4,55000
4531,Mirobod,4,175.0,7,12,125000
4532,Yunusobod,3,72.0,1,4,68000
4533,Uchtepa,2,72.0,5,12,40000
4534,Mirobod,2,55.0,1,4,35000
4535,Mirzo Ulugbek,2,60.0,1,9,58000
4536,Yakkasaroy,3,290.0,1,5,270000
4537,Yakkasaroy,3,93.0,5,8,98000
4538,Yashnobod,1,36.0,1,9,22000
4539,Yunusobod,3,105.0,1,6,107000
4540,Sergeli,4,104.0,2,9,68000
4541,Mirobod,3,85.0,7,9,64000
4542,Mirzo Ulugbek,2,38.0,4,5,33000
4543,Yunusobod,1,38.0,3,4,42000
4544,Shayhontohur,2,65.0,3,4,56500
4545,Mirobod,4,200.0,4,5,125000
4546,Shayhontohur,1,70.0,6,7,57500
4547,Mirzo Ulugbek,2,52.0,2,4,31000
4548,Yashnobod,3,66.0,3,4,39500
4549,Yunusobod,1,21.0,4,4,12500
4550,Mirobod,2,65.0,1,2,29000
4551,Yakkasaroy,2,48.0,5,9,23000
4552,Mirzo Ulugbek,2,82.0,4,6,125000
4553,Olmzor,3,80.0,3,4,46000
4554,Olmzor,2,60.0,4,5,33000
4555,Chilonzor,1,36.0,1,4,22500
4556,Mirzo Ulugbek,1,34.0,3,3,20000
4557,Chilonzor,2,56.0,2,4,33000
4558,Yunusobod,4,83.0,5,5,55000
4559,Shayhontohur,3,67.0,1,5,47000
4560,Shayhontohur,2,31.0,3,3,40000
4561,Olmzor,3,73.8,5,5,45000
4562,Shayhontohur,2,58.0,5,12,37000
4563,Yunusobod,2,50.0,3,4,31500
4564,Yunusobod,3,76.0,4,9,60000
4565,Yunusobod,2,54.0,3,4,31000
4566,Mirobod,2,36.0,1,2,24500
4567,Yashnobod,5,112.0,3,9,88000
4568,Chilonzor,3,60.0,3,4,40000
4569,Mirzo Ulugbek,2,46.0,3,5,35000
4570,Mirzo Ulugbek,1,17.0,3,4,17500
4571,Yakkasaroy,2,45.0,1,4,40000
4572,Mirobod,3,110.0,2,7,165000
4573,Uchtepa,1,26.0,1,4,19000
4574,Shayhontohur,3,96.0,4,5,87000
4575,Yunusobod,3,78.0,7,9,55000
4576,Yunusobod,1,45.0,4,5,27000
4577,Yashnobod,2,55.0,2,5,30800
4578,Mirobod,3,75.0,3,4,75000
4579,Mirzo Ulugbek,1,30.0,5,5,20500
4580,Mirzo Ulugbek,3,75.0,1,5,56000
4581,Chilonzor,3,70.0,5,9,51500
4582,Mirzo Ulugbek,1,35.0,3,4,23000
4583,Mirzo Ulugbek,3,55.0,4,4,65000
4584,Uchtepa,2,40.0,4,4,31000
4585,Mirzo Ulugbek,2,60.0,5,9,40000
4586,Yashnobod,2,60.0,5,9,48000
4587,Chilonzor,3,78.0,7,9,55000
4588,Chilonzor,4,125.0,6,9,250000
4589,Yunusobod,3,85.0,1,9,82000
4590,Mirzo Ulugbek,2,52.0,2,5,33000
4591,Yunusobod,3,96.0,4,9,88000
4592,Shayhontohur,2,65.0,3,4,36000
4593,Mirobod,3,100.0,7,9,78000
4594,Mirobod,4,110.0,5,8,145000
4595,Olmzor,2,56.0,2,5,38000
4596,Yashnobod,3,105.0,2,8,65500
4597,Mirzo Ulugbek,2,43.9,1,4,53000
4598,Mirzo Ulugbek,2,50.0,1,4,30299
4599,Uchtepa,4,78.0,4,4,52000
4600,Uchtepa,2,48.0,1,4,34800
4601,Shayhontohur,2,57.0,2,9,40000
4602,Yunusobod,3,89.0,7,9,56000
4603,Shayhontohur,2,60.0,9,9,36000
4604,Mirzo Ulugbek,2,38.0,5,5,27500
4605,Yunusobod,3,72.0,7,9,46000
4606,Mirzo Ulugbek,2,51.0,4,4,33500
4607,Shayhontohur,3,70.0,2,9,44000
4608,Mirzo Ulugbek,3,80.0,3,4,125000
4609,Yashnobod,3,164.0,6,6,299000
4610,Yakkasaroy,2,53.0,5,8,43000
4611,Yakkasaroy,5,182.0,7,8,160000
4612,Shayhontohur,3,78.0,3,4,61000
4613,Yunusobod,3,70.0,4,4,54000
4614,Chilonzor,3,120.0,2,8,160000
4615,Yakkasaroy,4,250.0,4,8,250000
4616,Olmzor,1,41.0,4,4,23000
4617,Mirobod,3,75.0,8,9,65000
4618,Yunusobod,2,62.0,7,9,43000
4619,Yunusobod,2,55.0,1,9,41000
4620,Yakkasaroy,1,38.0,5,5,30500
4621,Yashnobod,2,46.0,5,8,31000
4622,Mirzo Ulugbek,5,150.0,1,2,97000
4623,Mirobod,5,120.0,7,9,110000
4624,Yakkasaroy,2,82.0,4,8,75500
4625,Mirobod,4,183.0,5,7,300000
4626,Shayhontohur,3,78.0,8,12,45000
4627,Yunusobod,3,100.0,1,4,68000
4628,Mirobod,1,43.0,5,16,36000
4629,Uchtepa,3,68.0,4,5,42800
4630,Mirzo Ulugbek,1,25.3,3,4,14500
4631,Mirzo Ulugbek,2,35.0,5,5,32000
4632,Yashnobod,2,56.0,2,2,32500
4633,Olmzor,4,90.0,3,4,48000
4634,Mirzo Ulugbek,3,72.0,4,5,67000
4635,Mirobod,2,62.0,9,9,46000
4636,Uchtepa,2,60.0,3,5,33500
4637,Yunusobod,2,54.0,1,4,38500
4638,Yunusobod,2,54.0,2,4,36000
4639,Mirzo Ulugbek,2,54.0,5,5,50000
4640,Yunusobod,2,57.0,9,9,36000
4641,Olmzor,5,125.0,6,9,110000
4642,Yakkasaroy,3,80.0,4,5,56000
4643,Shayhontohur,3,75.0,8,9,53000
4644,Olmzor,3,75.0,6,9,54000
4645,Yunusobod,3,77.0,2,5,50000
4646,Yunusobod,2,55.0,4,4,34000
4647,Yunusobod,4,90.0,9,9,45000
4648,Olmzor,2,58.0,5,9,29500
4649,Chilonzor,3,60.0,1,4,42000
4650,Shayhontohur,3,90.0,12,12,37000
4651,Mirzo Ulugbek,3,79.0,3,4,54000
4652,Yakkasaroy,2,64.0,1,5,42000
4653,Yunusobod,2,50.0,3,4,37500
4654,Mirobod,4,90.0,2,4,95000
4655,Olmzor,3,70.0,2,4,41000
4656,Mirzo Ulugbek,5,136.0,2,8,129900
4657,Yashnobod,2,54.0,7,9,34000
4658,Sergeli,2,57.0,2,9,18000
4659,Uchtepa,3,80.0,4,4,50000
4660,Mirzo Ulugbek,4,95.0,9,9,51000
4661,Yakkasaroy,5,115.0,4,5,75000
4662,Shayhontohur,2,60.0,6,12,35000
4663,Yunusobod,4,82.0,1,4,55000
4664,Yashnobod,1,40.0,2,5,19500
4665,Yunusobod,3,71.0,2,4,75000
4666,Mirobod,2,56.0,2,4,42000
4667,Chilonzor,3,68.0,3,4,42000
4668,Mirobod,2,58.0,2,9,56500
4669,Yashnobod,3,71.0,2,4,45000
4670,Mirzo Ulugbek,4,92.0,3,5,45000
4671,Olmzor,3,82.0,3,9,46000
4672,Yunusobod,3,135.0,3,7,200000
4673,Mirobod,4,148.0,8,9,230000
4674,Mirobod,3,110.0,6,8,330000
4675,Mirzo Ulugbek,5,191.0,8,9,139900
4676,Shayhontohur,2,78.0,1,8,114900
4677,Yashnobod,3,80.0,5,7,104900
4678,Mirobod,3,75.0,2,10,125000
4679,Mirobod,3,105.0,1,5,92000
4680,Yakkasaroy,3,115.0,3,7,230000
4681,Yunusobod,1,65.0,8,9,43000
4682,Yunusobod,3,131.4,2,7,250000
4683,Olmzor,3,79.86,4,8,68000
4684,Mirzo Ulugbek,3,75.0,3,4,69000
4685,Mirzo Ulugbek,3,71.0,2,9,52000
4686,Uchtepa,2,84.0,3,7,68000
4687,Sergeli,5,120.0,6,9,113500
4688,Mirzo Ulugbek,2,65.0,2,4,40000
4689,Mirobod,3,80.0,2,4,83500
4690,Yakkasaroy,3,115.0,4,9,128500
4691,Chilonzor,4,105.0,6,9,60000
4692,Chilonzor,3,78.0,5,9,50000
4693,Mirobod,3,70.0,5,5,28500
4694,Uchtepa,2,52.0,1,4,51000
4695,Yakkasaroy,3,115.0,1,8,77999
4696,Yakkasaroy,2,68.0,8,9,46999
4697,Mirzo Ulugbek,3,82.0,4,4,88000
4698,Shayhontohur,3,70.0,2,4,56000
4699,Yakkasaroy,3,71.0,2,4,62500
4700,Olmzor,3,75.0,2,9,53000
4701,Chilonzor,3,59.0,3,5,49500
4702,Yashnobod,1,47.0,5,8,28000
4703,Mirobod,2,62.0,4,4,60000
4704,Mirobod,1,42.0,2,9,37000
4705,Yunusobod,3,70.0,3,4,75000
4706,Shayhontohur,5,150.0,3,12,103000
4707,Yunusobod,5,140.0,3,9,98000
4708,Chilonzor,2,41.0,4,4,30000
4709,Chilonzor,2,52.0,2,4,37900
4710,Yunusobod,3,70.0,2,4,60000
4711,Chilonzor,2,58.0,3,4,53500
4712,Chilonzor,3,87.0,2,4,70000
4713,Yunusobod,2,60.0,3,4,42000
4714,Yunusobod,2,56.0,3,4,39000
4715,Yunusobod,2,48.0,3,4,39000
4716,Yunusobod,2,54.0,2,4,37000
4717,Yashnobod,1,20.0,2,4,15500
4718,Yunusobod,2,57.0,9,9,37000
4719,Sergeli,2,52.0,1,4,43000
4720,Mirzo Ulugbek,4,72.0,5,5,43000
4721,Mirzo Ulugbek,2,50.0,1,5,45000
4722,Mirzo Ulugbek,1,30.0,2,4,24000
4723,Chilonzor,2,65.0,4,9,47000
4724,Mirzo Ulugbek,1,30.0,2,4,30000
4725,Mirzo Ulugbek,1,22.0,3,4,21000
4726,Mirzo Ulugbek,2,58.0,2,9,42000
4727,Yakkasaroy,2,60.0,4,4,75000
4728,Yunusobod,3,90.0,2,5,75000
4729,Sergeli,5,120.0,9,9,52000
4730,Mirobod,3,75.0,6,9,110000
4731,Yakkasaroy,2,60.0,4,4,75000
4732,Chilonzor,3,70.0,1,4,46500
4733,Chilonzor,1,40.0,4,4,24000
4734,Chilonzor,1,40.0,5,5,25800
4735,Uchtepa,1,36.0,4,4,23500
4736,Chilonzor,1,36.0,1,5,27000
4737,Chilonzor,2,50.0,1,5,36500
4738,Mirzo Ulugbek,2,50.0,5,5,36000
4739,Yunusobod,5,120.0,2,9,62000
4740,Chilonzor,2,50.0,4,4,33500
4741,Chilonzor,2,50.0,2,5,36000
4742,Chilonzor,2,70.0,4,5,36500
4743,Mirzo Ulugbek,3,95.0,5,5,50000
4744,Mirzo Ulugbek,4,140.0,9,9,95000
4745,Mirzo Ulugbek,3,70.0,3,5,42000
4746,Mirzo Ulugbek,5,100.0,4,4,48000
4747,Shayhontohur,5,232.0,7,8,258001
4748,Mirzo Ulugbek,2,50.0,4,4,40500
4749,Yunusobod,5,183.5,4,5,203000
4750,Mirobod,5,116.0,5,9,83000
4751,Yunusobod,2,38.0,3,4,30500
4752,Shayhontohur,2,65.0,9,9,33000
4753,Uchtepa,4,116.0,4,4,56500
4754,Chilonzor,2,47.0,2,4,29000
4755,Uchtepa,2,50.0,4,4,29500
4756,Yakkasaroy,3,89.0,3,3,74999
4757,Yunusobod,4,109.0,5,5,49000
4758,Olmzor,4,107.0,5,5,48000
4759,Mirobod,5,110.0,8,9,85000
4760,Yakkasaroy,2,65.0,9,9,90000
4761,Chilonzor,1,36.0,1,4,26500
4762,Mirzo Ulugbek,4,86.0,3,4,50000
4763,Mirobod,4,100.0,5,9,105000
4764,Olmzor,2,68.0,4,7,56000
4765,Olmzor,1,43.0,2,4,27000
4766,Olmzor,1,43.0,2,5,31500
4767,Uchtepa,4,84.0,5,5,57000
4768,Yashnobod,2,62.0,2,7,52000
4769,Chilonzor,2,60.0,4,4,33500
4770,Yashnobod,4,120.0,1,9,34500
4771,Yakkasaroy,1,30.0,3,5,32000
4772,Mirzo Ulugbek,3,75.0,4,9,46000
4773,Mirzo Ulugbek,2,45.0,5,5,38000
4774,Uchtepa,4,88.0,4,5,53000
4775,Mirobod,3,73.0,5,9,65000
4776,Yakkasaroy,3,80.0,4,5,56000
4777,Yakkasaroy,2,64.0,1,5,42000
4778,Mirobod,3,103.0,6,9,100000
4779,Yashnobod,2,55.0,2,4,53000
4780,Yashnobod,3,80.0,1,12,41000
4781,Uchtepa,2,48.0,2,4,32000
4782,Chilonzor,3,75.0,1,4,56500
4783,Yunusobod,4,98.0,6,9,54000
4784,Chilonzor,1,36.0,3,4,27000
4785,Mirobod,2,70.0,6,9,93000
4786,Sergeli,3,77.0,1,5,85000
4787,Yashnobod,1,42.0,9,9,19000
4788,Chilonzor,2,65.0,1,4,67000
4789,Yunusobod,4,87.0,3,5,66000
4790,Yunusobod,2,60.0,3,4,78000
4791,Yakkasaroy,4,100.0,1,5,70500
4792,Chilonzor,3,67.0,4,4,45000
4793,Chilonzor,4,100.0,3,9,58000
4794,Shayhontohur,4,80.0,2,4,75000
4795,Yunusobod,1,23.7,4,4,18500
4796,Yakkasaroy,2,57.0,3,4,55000
4797,Mirobod,4,167.0,2,4,210000
4798,Yakkasaroy,4,98.0,5,9,106000
4799,Yakkasaroy,2,72.0,1,5,73500
4800,Mirobod,2,51.0,4,4,50000
4801,Olmzor,1,42.0,2,4,27000
4802,Yunusobod,2,55.0,1,2,26500
4803,Shayhontohur,4,99.3,4,9,77500
4804,Yakkasaroy,2,42.0,1,2,37000
4805,Mirzo Ulugbek,2,58.0,6,9,33500
4806,Yakkasaroy,3,65.0,1,4,72000
4807,Mirzo Ulugbek,2,50.0,5,5,32000
4808,Yakkasaroy,2,50.0,2,2,44500
4809,Mirzo Ulugbek,2,54.0,4,4,31000
4810,Yunusobod,1,40.2,5,9,28000
4811,Mirzo Ulugbek,2,54.0,4,4,31000
4812,Shayhontohur,1,45.0,7,9,27000
4813,Mirzo Ulugbek,2,50.0,1,4,31000
4814,Mirzo Ulugbek,2,60.0,8,9,40000
4815,Mirzo Ulugbek,4,71.0,4,4,50000
4816,Mirobod,3,68.0,9,9,90000
4817,Mirzo Ulugbek,1,30.0,2,4,22500
4818,Yunusobod,1,47.0,5,9,36000
4819,Mirzo Ulugbek,3,74.0,2,9,58000
4820,Yakkasaroy,3,90.0,3,3,75000
4821,Yunusobod,4,96.0,2,4,75000
4822,Yunusobod,2,69.7,9,9,75900
4823,Yakkasaroy,2,61.0,2,3,67000
4824,Mirzo Ulugbek,3,70.0,5,9,61000
4825,Mirzo Ulugbek,3,75.0,3,4,68000
4826,Mirzo Ulugbek,4,80.0,5,5,47000
4827,Yakkasaroy,2,54.0,3,4,65000
4828,Uchtepa,2,44.0,4,5,36000
4829,Mirobod,2,45.0,6,9,58000
4830,Mirobod,3,112.0,2,8,165000
4831,Chilonzor,2,50.0,4,4,33000
4832,Yakkasaroy,2,64.0,1,5,420000
4833,Yakkasaroy,2,53.0,4,5,46000
4834,Chilonzor,1,30.0,1,4,27000
4835,Olmzor,2,60.0,3,4,40500
4836,Chilonzor,2,55.0,5,9,30000
4837,Yakkasaroy,2,53.0,5,8,43000
4838,Mirzo Ulugbek,1,51.0,5,9,55000
4839,Yunusobod,1,42.0,4,5,28000
4840,Mirzo Ulugbek,2,45.0,1,4,35500
4841,Chilonzor,1,28.0,3,4,644000
4842,Yakkasaroy,1,35.0,3,5,35000
4843,Olmzor,1,42.0,4,4,22500
4844,Yunusobod,2,64.0,1,4,37200
4845,Chilonzor,4,105.0,4,6,60000
4846,Chilonzor,1,43.0,4,9,23500
4847,Chilonzor,2,46.0,3,4,25000
4848,Mirobod,6,130.0,7,9,130000
4849,Yunusobod,2,60.0,1,9,68000
4850,Yunusobod,2,43.0,5,9,24000
4851,Chilonzor,1,28.0,2,2,21500
4852,Chilonzor,1,30.0,3,4,26200
4853,Yunusobod,5,103.0,1,4,74000
4854,Yunusobod,4,80.0,2,4,52500
4855,Yakkasaroy,2,48.0,1,4,39000
4856,Chilonzor,2,60.0,4,9,31500
4857,Yakkasaroy,1,32.0,2,4,40000
4858,Mirobod,3,120.0,2,8,165000
4859,Yakkasaroy,1,28.0,1,4,34000
4860,Yunusobod,3,80.0,2,4,61500
4861,Yashnobod,3,58.0,2,2,23000
4862,Chilonzor,2,60.0,4,4,32000
4863,Chilonzor,2,60.0,2,5,33500
4864,Chilonzor,2,54.0,2,5,36500
4865,Chilonzor,2,50.0,4,4,33500
4866,Chilonzor,2,50.0,2,4,33500
4867,Sergeli,2,70.0,3,7,35200
4868,Chilonzor,1,42.0,2,4,28000
4869,Chilonzor,1,42.0,3,5,27500
4870,Chilonzor,1,36.0,3,4,25500
4871,Uchtepa,3,70.0,5,12,57500
4872,Uchtepa,2,58.0,1,5,43000
4873,Chilonzor,2,60.0,1,4,39000
4874,Uchtepa,2,52.0,3,5,37000
4875,Chilonzor,2,50.0,4,4,35000
4876,Uchtepa,4,74.0,3,4,73000
4877,Chilonzor,1,30.0,2,4,28200
4878,Chilonzor,3,90.0,7,9,52500
4879,Mirobod,3,75.0,7,9,65000
4880,Yashnobod,2,56.0,4,9,45000
4881,Sergeli,4,90.54,1,3,70000
4882,Yakkasaroy,1,39.0,1,5,27500
4883,Yunusobod,4,90.0,2,4,64000
4884,Uchtepa,2,54.0,3,5,34500
4885,Mirobod,4,120.0,6,9,84000
4886,Mirzo Ulugbek,2,57.0,5,5,45000
4887,Mirzo Ulugbek,2,59.0,3,5,43000
4888,Shayhontohur,3,70.0,1,4,65000
4889,Yakkasaroy,4,90.0,4,4,85000
4890,Yashnobod,1,20.0,2,4,14000
4891,Chilonzor,1,35.0,4,4,28000
4892,Yakkasaroy,1,39.0,1,5,27500
4893,Olmzor,2,52.0,2,4,30000
4894,Chilonzor,2,65.0,9,9,35000
4895,Mirzo Ulugbek,1,20.0,4,4,13500
4896,Yunusobod,3,72.0,1,9,52500
4897,Yakkasaroy,4,94.0,4,4,75000
4898,Mirobod,4,100.0,4,9,85000
4899,Mirzo Ulugbek,1,35.0,2,4,28000
4900,Yashnobod,2,50.0,2,4,31000
4901,Yashnobod,3,75.0,7,9,45700
4902,Yashnobod,2,65.0,4,8,41000
4903,Yunusobod,3,75.0,2,4,59000
4904,Yashnobod,3,75.0,8,9,41000
4905,Yashnobod,4,120.0,2,4,116000
4906,Mirzo Ulugbek,3,75.0,6,9,46000
4907,Yashnobod,2,70.0,4,5,46000
4908,Mirzo Ulugbek,3,72.0,3,5,58000
4909,Yashnobod,1,35.0,7,9,20000
4910,Mirzo Ulugbek,3,75.0,7,9,46500
4911,Mirzo Ulugbek,5,200.0,6,9,138000
4912,Mirzo Ulugbek,2,60.0,4,9,47000
4913,Mirzo Ulugbek,2,60.0,8,9,48000
4914,Yunusobod,2,58.0,3,4,38000
4915,Mirzo Ulugbek,1,35.0,5,5,34555
4916,Yashnobod,3,95.0,7,9,48000
4917,Yashnobod,3,85.0,6,9,47500
4918,Yashnobod,4,110.0,1,9,55000
4919,Mirzo Ulugbek,1,33.0,1,5,26000
4920,Mirzo Ulugbek,1,35.0,1,5,32000
4921,Mirobod,4,110.0,5,9,115000
4922,Yashnobod,3,75.0,6,9,45000
4923,Mirzo Ulugbek,3,77.0,1,4,65000
4924,Yashnobod,4,100.0,6,9,85000
4925,Yashnobod,4,120.0,2,4,110000
4926,Yashnobod,2,60.0,3,4,41700
4927,Mirzo Ulugbek,2,55.0,3,5,42500
4928,Mirobod,4,160.0,4,9,205000
4929,Yunusobod,4,120.0,1,9,72000
4930,Yunusobod,4,120.0,1,9,72222
4931,Mirobod,1,40.0,1,9,47000
4932,Mirzo Ulugbek,2,60.0,6,7,43000
4933,Yakkasaroy,3,87.0,3,8,87000
4934,Yunusobod,1,36.0,1,4,47000
4935,Yunusobod,1,45.0,1,4,47000
4936,Yashnobod,3,72.0,4,5,37000
4937,Mirzo Ulugbek,2,60.0,3,4,65000
4938,Mirobod,2,55.0,4,4,57500
4939,Yunusobod,3,63.0,2,5,59000
4940,Uchtepa,2,44.0,4,5,36000
4941,Mirzo Ulugbek,2,65.0,4,9,49500
4942,Chilonzor,2,52.0,1,4,31500
4943,Chilonzor,2,42.0,4,4,34500
4944,Shayhontohur,3,78.0,3,4,65000
4945,Uchtepa,2,58.0,3,5,40000
4946,Mirzo Ulugbek,4,90.0,4,5,58000
4947,Mirzo Ulugbek,3,65.0,2,5,55500
4948,Mirzo Ulugbek,2,35.0,4,4,35000
4949,Olmzor,4,140.0,5,5,105000
4950,Mirobod,3,90.0,5,5,57000
4951,Mirzo Ulugbek,2,50.0,1,4,41000
4952,Yakkasaroy,3,80.0,4,5,56000
4953,Shayhontohur,3,68.0,2,5,45000
4954,Chilonzor,3,65.0,1,5,51000
4955,Sergeli,1,37.0,5,9,19000
4956,Chilonzor,3,115.0,1,8,110000
4957,Shayhontohur,4,118.0,1,8,115000
4958,Yashnobod,2,56.0,4,9,42000
4959,Mirobod,2,53.0,6,10,74200
4960,Mirobod,1,52.0,7,9,46000
4961,Yunusobod,3,107.0,10,13,80000
4962,Chilonzor,1,30.0,2,4,33000
4963,Chilonzor,3,58.0,3,4,56000
4964,Mirzo Ulugbek,5,99.0,1,4,53700
4965,Mirzo Ulugbek,1,30.0,2,4,29500
4966,Yakkasaroy,3,68.0,5,5,56000
4967,Yunusobod,2,51.0,4,5,32500
4968,Mirzo Ulugbek,2,60.0,4,4,62000
4969,Mirzo Ulugbek,1,22.0,3,4,21000
4970,Yakkasaroy,2,55.0,13,13,33500
4971,Yakkasaroy,5,196.0,3,7,170000
4972,Yunusobod,3,107.0,10,13,80000
4973,Yunusobod,2,43.0,3,4,54000
4974,Chilonzor,1,42.0,3,4,26000
4975,Chilonzor,2,47.0,4,4,28000
4976,Olmzor,1,42.0,2,4,25000
4977,Yunusobod,3,60.0,1,4,38500
4978,Olmzor,2,78.0,4,7,55000
4979,Yakkasaroy,2,43.0,5,16,39000
4980,Yakkasaroy,2,64.0,1,5,42000
4981,Mirobod,1,33.0,5,5,33000
4982,Yunusobod,3,78.0,1,5,60000
4983,Mirzo Ulugbek,1,34.0,1,4,35500
4984,Mirzo Ulugbek,4,78.0,2,5,53500
4985,Yunusobod,2,61.0,5,5,35000
4986,Chilonzor,3,78.0,3,9,50000
4987,Chilonzor,1,30.0,1,4,25000
4988,Yunusobod,1,45.0,5,5,24000
4989,Shayhontohur,4,100.0,8,9,63000
4990,Yunusobod,3,72.0,4,4,53000
4991,Olmzor,1,42.0,1,5,27000
4992,Chilonzor,3,72.0,8,9,65000
4993,Uchtepa,1,33.0,3,4,23700
4994,Uchtepa,1,33.0,1,4,23000
4995,Yashnobod,3,160.0,6,8,219000
4996,Mirzo Ulugbek,3,65.0,4,5,40000
4997,Mirobod,1,33.0,5,5,33000
4998,Chilonzor,1,26.0,4,4,33000
4999,Yakkasaroy,3,83.0,2,4,77000
5000,Sergeli,2,69.0,2,4,45000
5001,Chilonzor,1,31.0,1,5,24000
5002,Yakkasaroy,2,64.0,1,5,42000
5003,Mirzo Ulugbek,3,70.0,4,5,52500
5004,Yakkasaroy,3,85.0,5,5,65000
5005,Chilonzor,3,120.0,2,4,160000
5006,Yunusobod,2,50.0,4,4,31500
5007,Yunusobod,5,110.0,7,9,59900
5008,Yashnobod,3,72.0,5,9,36500
5009,Uchtepa,2,49.0,1,4,31500
5010,Uchtepa,4,90.0,1,4,80000
5011,Shayhontohur,2,57.0,3,4,40000
5012,Shayhontohur,7,320.0,7,7,130000
5013,Uchtepa,2,70.0,2,9,42967
5014,Olmzor,1,42.0,2,4,27000
5015,Chilonzor,3,75.0,3,4,65000
5016,Yakkasaroy,3,70.0,3,4,68000
5017,Uchtepa,4,80.0,5,5,40500
5018,Chilonzor,3,90.0,6,12,55000
5019,Mirobod,10,456.0,3,7,800000
5020,Mirzo Ulugbek,2,56.0,3,5,32000
5021,Chilonzor,2,42.0,2,4,33000
5022,Mirzo Ulugbek,4,93.0,3,5,60000
5023,Chilonzor,3,72.0,3,5,40000
5024,Yakkasaroy,5,116.0,3,9,90000
5025,Yakkasaroy,1,39.0,1,5,27500
5026,Yakkasaroy,5,109.0,3,5,80000
5027,Yashnobod,2,60.0,2,5,46000
5028,Mirobod,3,75.0,8,9,76000
5029,Yashnobod,1,40.0,8,9,19800
5030,Olmzor,3,64.0,6,9,42000
5031,Mirobod,1,47.0,6,9,58000
5032,Mirobod,2,60.0,3,4,75000
5033,Mirobod,1,45.0,3,4,52000
5034,Yakkasaroy,2,53.0,4,5,52000
5035,Chilonzor,3,54.0,4,4,38000
5036,Chilonzor,1,32.0,4,5,24000
5037,Mirzo Ulugbek,2,55.0,4,4,31000
5038,Yunusobod,3,103.0,5,5,50000
5039,Mirzo Ulugbek,2,62.0,2,4,33000
5040,Sergeli,1,41.5,9,9,17871
5041,Olmzor,1,42.0,4,5,25000
5042,Mirzo Ulugbek,2,65.0,3,9,57000
5043,Sergeli,4,100.0,9,9,50000
5044,Yunusobod,2,52.0,3,4,59000
5045,Yangihayot,2,28.0,1,4,23000
5046,Mirzo Ulugbek,1,35.0,2,2,20500
5047,Uchtepa,2,45.09,1,9,30500
5048,Chilonzor,3,70.0,1,4,42000
5049,Olmzor,3,65.0,6,9,50000
5050,Shayhontohur,3,65.0,6,9,50000
5051,Yakkasaroy,1,37.0,3,10,29000
5052,Uchtepa,1,37.0,2,4,27500
5053,Yashnobod,2,60.0,4,9,52000
5054,Uchtepa,1,36.0,2,4,25700
5055,Yashnobod,3,55.0,4,4,24000
5056,Yakkasaroy,2,60.7,1,5,57000
5057,Yunusobod,4,100.0,7,9,50000
5058,Uchtepa,1,37.0,1,4,28500
5059,Sergeli,1,18.0,2,4,13500
5060,Chilonzor,1,30.0,2,4,26500
5061,Chilonzor,2,38.17,2,4,35000
5062,Yashnobod,1,37.29,9,9,20000
5063,Yunusobod,2,71.0,3,6,62000
5064,Chilonzor,1,36.0,3,5,25500
5065,Chilonzor,1,42.0,1,5,28500
5066,Chilonzor,1,40.0,2,5,25500
5067,Chilonzor,2,58.0,4,4,36500
5068,Chilonzor,2,62.0,4,4,36500
5069,Chilonzor,2,50.0,3,5,34500
5070,Chilonzor,2,48.0,2,4,35500
5071,Chilonzor,2,48.0,2,5,35000
5072,Olmzor,3,76.0,3,5,65000
5073,Yakkasaroy,3,80.0,4,5,56000
5074,Olmzor,4,170.0,3,9,130000
5075,Yakkasaroy,5,217.0,6,8,217000
5076,Chilonzor,4,135.0,4,4,95000
5077,Yunusobod,1,18.0,1,4,12500
5078,Mirobod,4,95.0,6,9,70000
5079,Yashnobod,2,71.0,7,9,42000
5080,Shayhontohur,1,40.0,4,4,28000
5081,Olmzor,4,130.0,2,4,110000
5082,Shayhontohur,4,110.0,12,12,68000
5083,Uchtepa,4,80.0,3,5,52500
5084,Uchtepa,4,93.0,4,4,77000
5085,Chilonzor,2,50.0,2,4,33000
5086,Mirobod,3,85.0,1,9,85000
5087,Mirzo Ulugbek,3,75.0,3,4,51000
5088,Sergeli,3,82.0,8,9,36000
5089,Yakkasaroy,3,105.0,4,9,150000
5090,Shayhontohur,3,85.0,4,12,53000
5091,Yakkasaroy,2,64.0,1,5,42000
5092,Yunusobod,3,70.0,4,4,43500
5093,Uchtepa,3,79.0,3,4,67000
5094,Yashnobod,2,48.0,3,4,31000
5095,Mirobod,2,63.0,2,9,56000
5096,Olmzor,2,68.0,4,7,55000
5097,Yunusobod,1,42.0,2,4,62000
5098,Shayhontohur,6,420.0,7,7,200000
5099,Yashnobod,2,55.0,1,8,42000
